Дата создания;Текст;Блок;Объект;Тема сообщения;Параметр сообщения;Аспект сообщения;Локация (район);Населенный пункт (город или поселок, не СПб, например, Пушкин, Колпино, Парголово);Название улицы (проспекта, переулка);Тип улицы;Номер дома (без пробелов, вид: 12 или 1к4 или 8стр1 или 11/2 или 23литБ);Адрес объекта - Не править!;Объект в сообщении;ИОГВ;Улицы объекта - Не править!
10.3.22;Здравствуйте!И снова я с той же темой,но в другом месте.Открыли Святого Георгия,ура! И вот парадные подъезды у больницы расчистили, а на задворках жуткое безобразие.Я ждала две недели- а вдруг,все таки почистят- нет,ходите, ломайте ноги.Если что, на задворках,как и везде вход в патанатомию.Вот так и ходим..;Не ЦУР;Не ЦУР;Не ЦУР;;;Выборгский район;;;;;;;;
10.3.22;Добрый день, лежим с ребёнком в дгкб 5 в 14 ибо 27 боксе, ночью я подхватила заразу от ребёнка и мучаюсь тем же чем мой ребёнок, муж три часа назад передал пакет с водой и лекарствами для меня и чистой и тёплой одеждой для ребёнка<br>В боксе очень холодно, дует с окон.<br>Не работает душ. А мы тут уже 4 день, ребёнка сил держать над раковиной нет, тк у самой температура, приходится вытирать салфетками.<br>При взятии крови из вены у ребёнка, родителей выставляют за дверь<br>Когда заканчивается капельница не торопятся идти, максимальное время ожидания был час и то только после повторного звонка пришли<br>Подскажите пожалуйста куда можно с этим обратится ?<br>Мое имя Александрова Оксана Анатольевна<br>Дочь Александрова Алина Святославовна<br>Телефон 89522220790;Здравоохранение;Медпомощь;Жалобы на оказание медпомощи в поликлиниках;Поликлиники;Жалобы на организацию оказания медпомощи;Фрунзенский район;;;;;;5 ДГКБ;АР;
10.3.22;[id5297|Елизавета], тел 3130430 -никто не берет трубку, кроме того губернатор не дает ответ о лекарствах, направляет в фас;Здравоохранение;Лекарственное обеспечение;Трудности с дозвоном в Комздрав по лекарствам;Недозвон;На линию КЗ;;;;;;;;КЗ;
10.3.22;Добрый день! По номеру 246-11-11 справочная по аптекам по льготным лекарствам невозможно дозвониться уже неделю, все время играет Музыка и все. Подскажите, что делать?;Здравоохранение;Лекарственное обеспечение;Трудности с дозвоном в Комздрав по лекарствам;Недозвон;На линию КЗ;;;;;;;;КЗ;
10.3.22;Здравствуйте, Александр Дмитриевич! Обращаюсь к Вам во второй раз с просьбой.Помогите, пожалуйста. Мой муж, Черемхин Игорь Петрович, инвалид 1 группы, онкобольной. У него 4 степень рака. Пока был в 15онкобольнице, заболел ковидом. Сейчас лежит в Александровской больнице , у него 80 процентов поражения лёгких.Лечат отвратительно, отношения очень плохие.Муж лежит уже на 11инфекционном отделении 3 недели, но он совсем ослаб. Боюсь его потерять.Врач Феликс Эрикович к мужу подходил 4марта и затем только 10 марта. Причем, были сданы анализы и посев, из результатов которых строится лечение конкретно для человека. Муж врачу напомнил, что он ждал результатов. Врач сказал, что он подойдёт позже, но ушел домой. С4 числа муж ждал пояснения по поводу своего лечения, но так и не дождался. А опухоль раковая увеличилось в 3 раза.И ему всё хуже и хуже.Пожалуйсто, помогите!!!В этой больнице вылечиться у мужа нет возможности.Если можно, перевести его в Новую Боткина больницу, там лечат. Александр Дмитриевич, помогите. Вы уже один раз нам помогли. Пожалуйста, помогите нам ещё раз. С уважением Черемхина Рита Николаевна.;Здравоохранение;Медпомощь;Жалобы на организацию медпомощи в стационарах;Стационары;Жалобы на организацию оказания медпомощи;Невский район;;;;;;Александровская больница;АР;
10.3.22;Здравствуйте, помогите разобраться, нужно ли делать пцр-тест при плановой госпитализации ребенка или не нужно уже?;Здравоохранение;Коронавирус;Тестирование на Коронавирус;Тестирование на ковид;;;;;;;;;КЗ;
10.3.22;Добрый день!<br>Подскажите, оформляла инвалидность первый раз по зрению , помогала в этом окулист из поликлиники. Было это после новогодних праздников. Прошло 1,5 месяца уже. Как я должна узнать установили ее или нет ? Приморский район Аристова Елизавета Юрьевна 23.04.1994.<br>Заранее спасибо !;Здравоохранение;Медпомощь;Проблемы с оформлением программ реабилитации;Оформление программы реабилитации;;Приморский район;;;;;;;КЗ;
10.3.22;Добрый день, подскажите пожалуйста, подала на пособие от 3-7 для Романова Михаила Сергеевича 18.01.2019 г.р прошёл месяц, а только продлевают. Хотя раньше говорили срок ответа 10 дней. С уважением Романова Евгения Михайловна13.09.1985) приморский район;СоцЗащита;Детям 3-7 лет;Продление сроков рассмотрения заявлений на предоставление пособия детям от 3 до 7 лет;3-7 лет;Продление сроков рассмотрения;Приморский район;;;;;;;АР;
10.3.22;Уважаемое правительство СПБ ,к кому обращаться по поводу лекарств ? Ни в одной аптеке города нет Эутирокса ,тироксина , ожидается ли поступление этих препаратов?;Здравоохранение;Лекарственное обеспечение;Отсутствие льготных препаратов и мед.изделий;Отсутствие льготных препаратов и мед.изделий;;;;;;;;;КЗ;
10.3.22;В аптеках города и на складах пропал жизненно важный препарат Гидреа 500. Без него для онкобольных - смерть.;Здравоохранение;Лекарственное обеспечение;Отсутствие льготных препаратов и мед.изделий;Отсутствие льготных препаратов и мед.изделий;;;;;;;;;КЗ;
10.3.22;[club179849289|Комитет по здравоохранению Санкт-Петербурга], была информация,что на складах есть запас всех лекарств на 6 месяцев.Почему склады не отпускают необходимые людям лекарства в аптеки? Ждут поднятия цен в десятки раз или специально вредят в нынешней ситуации?...;Здравоохранение;Лекарственное обеспечение;Отсутствие льготных препаратов и мед.изделий;Отсутствие льготных препаратов и мед.изделий;;;;;;;;;КЗ;
10.3.22;Петродворцовый - грязнули, парадные в нашем доме вечно грязные , двор не чистится . За зиму один раз чистили и все !!!! Соседка написала на сайте жалобу , покололи колёса коляски , ужас в не кампания . Не заинтересованы в экономии отопления и тд . Гнать такие управляющие компании с рынка .;ЖКХ;МКД: подъезды;Жалобы на уборку в подъездах (лифтах), отсутствие графиков уборки;Места общего пользования;Уборка;Петродворцовый район;;;;;;МКД;АР;
10.3.22;[id35202078|Татьяна], а где можно ознакомиться?;Не ЦУР;Не ЦУР;Не ЦУР;;;;;;;;;;;
10.3.22;Уважаемый Александр Дмитриевич!<br>Хочу попросить у Вас прощения за то, что в январе единожды хотела Вашей отставки с поста главы города. Мне очень жаль за свое малодушие. Теперь стало очевидно, что спецоперация идёт не только на Украине, но и у нас в России и моём любимом городе Санкт-Петербурге. Видно как многие руководители сознательно или по халатности стараются посеять панику и недовольство жителей города, особенно нашей молодёжи.<br>Хочу выразить Вам полную поддержку!<br>Прошу Вас рассмотреть возможность создания отдела, куда любой желающий мог бы прийти и помочь городу там, где это нужно нашему городу безвозмездно.<br>Александр Дмитриевич, моя семья Zа Вас!;Не ЦУР;Не ЦУР;Не ЦУР;;;;;;;;;;;
10.3.22;23 контейнера на Николая Рубцова 9;ТКО;Контейнерные площадки;Жалобы на состояние контейнерной площадки. Отсутствует ее благоустройство (покрытие, навес, ограждения);Нет ограждений, нет навеса, нет покрытия;Площадка не благоустроена;Выборгский район;;Николая Рубцова;ул;9;Николая Рубцова ул 9;Контейнеры;АР;Николая Рубцова ул
10.3.22;Здравствуйте Александр Дмитриевич! Меня зовут Самойлова Карина, я проживаю по адресу Белы Куна 23. За моим домом пустырь, который никак не огорожден, поэтому жители близлежащих домов устроили незаконную парковку. Стоит постоянный гул под окнами, водители не могут разьехаться и громко ругаются, окна не открыть. Благодаря им мои дети узнали много новых слов. Помимо всего этого, они въежают и выезжают по тропе, которая не рассчитана для машин. С коляской теперь вообще не проехать. Количество машин с каждый днем растёт, раньше максимум был 23 машины, теперь 25. Начали ставить даже грузовики и газели. Обращалась в ГИБДД, но реакции нет никакой.;Благоустройство;Газоны;Парковка на газоне;Парки скверы дворы дороги (улицы);Парковка;Фрунзенский район;;Белы Куна;ул;;Белы Куна ул;Парковка на газоне;;Белы Куна ул
10.3.22;Новые школы, детсады, поликлиники и общественные пространства — то, что с нетерпением ждут жители любого района. Особенно — в историческом центре города, где в условиях сложившейся застройки сложно найти территорию для их создания.<br>Но сложно — не значит невозможно. Например, недавно стало известно, что в Василеостровском районе на месте гаражного кооператива КАС «Маяк» будет строиться школа на 1 375 мест, два детских сада и два офиса врачей общей практики.<br>Как это будет организовано и какие в целом есть планы по развитию района — обсудим 16 марта в 11:00 с главой администрации Василеостровского района Эдуардом Ильиным.<br>Вопросы к прямому эфиру Центра управления регионом можете задавать в комментариях под этим постом, а также анонсом в [https://vk.com/spb?w=wall-25882042_646843|группе Правительства Санкт-Петербурга].;Строительство;Здания, сооружения;Предложения (возражения) по сносу здания, сооружения;0;0;Василеостровский район;;Наличная;ул;6;Наличная ул 6;Ленэкспо;КГИОП;Наличная ул
10.3.22;Создание социальной инфраструктуры — крайне актуальный вопрос для Петербурга. Ведь поиск новых земельных участков в условиях сложившейся застройки сложен, кропотлив и требует соблюдения баланса интересов всех жителей.<br>В Василеостровском районе на месте гаражного кооператива КАС «Маяк» запланировано строительство школы на 1375 мест, двух детских садов и двух офисов врачей общей практики. Как это будет организовано и какие в целом есть планы по развитию района — обсудим 16 марта в 11:00 в прямом эфире Центра управления регионом Санкт-Петербурга (ЦУР) с главой Администрации Василеостровского района Эдуардом Ильиным.<br>Вопросы к эфиру можете задавать в комментариях под этим постом, а также анонсом в группе ЦУР.;Строительство;Социальная инфраструктура;Информирование о сроках реализации строительства д/сада, школы;Образовательные организации;Информация об этапе реализации, сроки сдачи;Невский район;;Русановская;ул;;Русановская ул;ЖК Приневский;КС;Русановская ул
10.3.22;Уважаемый Александр Дмитриевич Беглов.<br>Уважаемый комитет по благоустройству.<br>Общественное движение Центральный район за комфортную среду обитания обращается к вам в связи с многочисленными просьбами жителей включить сквер Маневича в Щербаковом переулке в список на проектирование и последующее благоустройство на 2022 и 2023 года.<br>В настоящее время в сквере демонтировано игровое оборудование. И детям нечем заняться.<br>Просим сообщить о возможности такого решения.<br>С уважением, директор АНО Центральный район за комфортную среду обитания<br>Kyw89@mail.ru<br>89119960715;Благоустройство;Благоустройство;Предложения от граждан по благоустройству общественных территорий;Общественные территории;Предложения благоустройства;Центральный район;;Щербаков;пер;;Щербаков пер;Сквер Маневича;КБ;Щербаков пер
10.3.22;Уважаемая Администрация!<br>Я должна по Вашему обращаться по каждому дому на Большрм проспекте Петроградской стороны в какую- то неведомую мне ( я живу в другом районе) управляющую компанию?<br>Убедительно прошу Вас ответить по существу выполненной Вами работы по наведению порядка в городе, а не заниматься отписками тем, кто реально переживает за город и проживает здесь более полувека.<br>С уважением<br>Елена;Не ЦУР;Не ЦУР;Не ЦУР;;;Василеостровский район;;;;;;;;
10.3.22;21..11.2022 г обратилась в службу наш СПб по поводу конструкций на внутридворовой территории полусферы и блокираторы получила ответ что произведён демогтаж увезли 4 полусферы 30 минут посидели в газели и уехали, а блокираторы как стояли по всему двору так и стоят вот как в СПб уважают инвалидов колясочников которые оставляют заявки;Не ЦУР;Не ЦУР;Не ЦУР;;;;;;;;;;;
10.3.22;Добрый вечер! Так и не получила ответ… Где эти «специальные правила» прописаны? Почему нас не пускают как в других государственных садах? (Где правила должны быть одинаковыми). Почти все ограничительные меры в городе по Covid уже отменены.<br>Вот несколько садов приморского района в которые пускают и в раздевалки и на праздники: Садик 50 приморского района<br>Садик 29 приморского района<br>Садик 246 приморского района (Пускают и на праздники и в раздевалки)<br>Садик 69 приморского района (пускают и на праздники и в раздевалки).<br>Список большой. Это только часть.<br>Нас , родителей , законных представителей своих несовершеннолетних детей, ограничивают в правах! Очень жду ответ!;Образование;Профилактика COVID;Вопросы, жалобы на ограничительные меры COVID в ОО;В ОО;Жалобы на ограничительные меры;Приморский район;;;;;;;АР;
10.3.22;Сообщение без текста;ТКО;Контейнерные площадки;Жалобы на несвоевременный вывоз отходов;Вывоз отходов;Несвоевременно;Красносельский район;;;;;;КП;АР;
10.3.22;Прошу обратить внимание на сатофорный объект Ул. Марата - Свечной переулок. В будние дни собирается огромная пробка из автомобилей + трамваев, которые собираются повернуть по переулку и доехать в сторону Лиговского проспекта. Но из-за корявости фаз светофоров, за один зеленый свет поворачивают 2-3. Причём уже на мигающий желтый для них из-за постоянства встречного потока.<br>Также проблема в том, что автомобили поворачивают из ряда, где проходят трамвайные пути, вследствие чего сбивается их график движения.<br>Прошу обратить внимание на этот перекресток ДОДЖ, чтобы организовать фазу для поворота. Хотя бы 15 секунд, но и этого хватит для проезда значительного числа автомоьилей;Транспорт;Светофоры;Изменить текущий режим работы светофора;Режим работы;;Центральный район;;Марата;ул;;Марата ул;;Кт;Марата ул
10.3.22;Вот и в 22.00 не проехать и ещё строят 3 новых дома;Строительство;Объект строительства;Несогласие с ведущимися строительными работами;;Несогласие со строительством;Невский район;;Прибрежная;ул;;Прибрежная ул;;КС;Прибрежная ул
10.3.22;Уберите эту помойку из под наших окон;ЖКХ;МКД: фасад;Жалобы на фасады МКД (надписи, объявления, реклама, видеокамеры, окраска, провода);Фасады;Содержание;Калининский район;;Кондратьевский;пр-т;85;Кондратьевский пр-т 85;МКД;АР;Кондратьевский пр-т
10.3.22;Здравствуйте!<br>Когда будет наконец Апидра по федеральной льготе,2 месяц нет в аптеках??<br>Купить тоже невозможно!!;Здравоохранение;Лекарственное обеспечение;Отсутствие льготных препаратов и мед.изделий;Отсутствие льготных препаратов и мед.изделий;;;;;;;;;КЗ;
10.3.22;Огромная просьба, обратить внимание - во всех аптеках города пропало лекарство эутирокс, который нам жизненно необходим.;Здравоохранение;Лекарственное обеспечение;Отсутствие льготных препаратов и мед.изделий;Отсутствие льготных препаратов и мед.изделий;;;;;;;;;КЗ;
10.3.22;Добрый вечер! Инсулин апидра по региональной льготе не могу получить с ноября месяца! Такая же ситуация с тест полосками, которых нет даже за деньги!<br>Также необходим L тироксин! Прошу заметить - все это жизненно необходимые лекарства! Прошу предоставить информацию по адресам аптек с наличием инсулина, L тироксина и тест полосок! Телефон, который вы указываете во всех комментариях, просто никто не берет! Звонить можно сколько угодно, но толка нет! При этом везде говорите, что дефицита нет!;Здравоохранение;Лекарственное обеспечение;Трудности с дозвоном в Комздрав по лекарствам;Недозвон;На линию КЗ;;;;;;;;КЗ;
10.3.22;"Добрый вечер! Вопрос для Госжилинспекции. Ранее мне был направлен ответ (на скр иншоте).<br>Прошу сообщить, получена ли ГЖИ информация, достаточная для принятия решения по внесению изменений в реестр лицензий в части передачи дома Чичеринская 2 от УК ""Дворцовая"" к УК ""Атмосфера""? Если да, то что препятствует принятию решения в настоящий момент?";ЖКХ;Вопросы ЖКХ;Жалобы на бездействие ИОГВ, общие вопросы информационного характера;Информирование;Отчеты, ответы,  консультации;Петродворцовый район;;Чичеринская;ул;2;Чичеринская ул 2;МКД;ГЖИ;Чичеринская ул
10.3.22;Здравствуйте, уважаемый Александр Дмитриевич.<br>1 марта сего годя в 13:29 я обращался к Вам с жалобой на действия сотрудников поликлиники № 112 и работу службы 122 (отказ в выдаче больничного листа).<br>В 16:19 я получил сообщение от Администрации Калининского района:<br>Здравствуйте! Вам отвечают из Администрации Калининского района. Спасибо за сообщение! С Вами свяжутся из поликлиники для решения Вашего вопроса.<br>Больше никаких ни звонков, на сообщений ни больничного я не увидел.<br>Могу ли я все-таки рассчитывать на решение своего вопроса?<br>С уважением, Орлов Михаил Михайлович<br>Адрес: Санкт-Петербург, ул. Веденеева, дом 12, корп.1, кв. 56.<br>e.mail: mm1362@mail.ru<br>т. +79219640361;Здравоохранение;Медпомощь;Проблемы с оформлением больничного листа в поликлинике/стационаре;Поликлиники, стационары;Некорретно оформлен/ не оформлен;Калининский район;;;;;;112 ПО;АР;
10.3.22;Здравствуйте с уважением житель города и от лица мамы которая перенесла онкологическое заболевание огромный вопрос к нашему губернатору почему по истечении срока определённые комиссии которые должна пройти мама нету ли каких-то рецидивов она столкнулась с проблемой что наша онкологическое отделение в нашей поликлинике закрыта А туда куда её отправляют на Дальневосточный дом 63 нет мест нет приёма врача и собственно хотелось бы получить ответ : Онкологический диспансер Невского района при поликлинике № 7;Здравоохранение;Медпомощь;Прохождение медкомиссии;Медкомиссия;;Невский район;;;;;;7 Онкологический диспансер;АР;
10.3.22;Добрый вечер.<br>11.12.2021 зарегистрировано заявление на перевод из 10 ДОУ Приморского района в ДОУ 26 Приморского района ребёнка, Акчуриной Варвары Никитичны.<br>В комиссии по Комплектованию говорят, что мест в ДОУ 26 нет.<br>Как быть мне, матери двоих детей…если старший ребёнок 1 сентября идёт в школу, которая по закону обязана быть у дома. А в садике (26) у дома, нет мест и я должна возить младшего ребёнка за 10 остановок от дома, при том, что старшего в школу необходимо будет водить в школу к 9…<br>Прошу оказать содействие в предоставлении места в саду у дома, а именно в 26 ДОУ Приморского района (Юнтоловский проспект), в связи с поступлением (старшего ребенка 2015 года рождения) в школу 428 (Юнтоловский проспект).<br>Я родилась и выросла в Санкт-Петербурге, в Приморском районе, почему мои дети не имеют права ходить в сад и школу у дома?<br>Спасибо.;Образование;Образовательные организации;Перевод в другой д/сад;Устройство в ОО;Перевод в другой д/сад;Приморский район;;;;;;д/сад 26;АР;
10.3.22;Здравствуйте.<br>Такая ситуация. Мы второй год стоим на перевод в другой садик из 33 Петродворцовый район в 6 тоже Петродворцовый район . Который по месту прописки . Сегодня пришло направление в сад №1 только этот сад ещё дальше чем в который мы сейчас ходим . И я в заявлении указывала что нам нужен только 6 садик .<br>Как они так решили что нам нужен 1 сад???<br>Прошлый год сказали нет мест и передвинули на этот год , а теперь вообще перекинули нас абсолютно в другой сад .<br>В комиссию по комплектованию садов не дозвониться они ни когда не берут трубку .<br>Злобина Маргарита Павловна -Мама<br>Злобина Каролина Николаевна / дочь которую надо перевести .<br>Адрес проживания и прописки : Суворовская 3/9;Образование;Образовательные организации;Перевод в другой д/сад;Устройство в ОО;Перевод в другой д/сад;Петродворцовый район;;;;;;д/сад 6;АР;
10.3.22;Добрый вечер! Помогите пожалуйста с решением вопроса. Ребёнку 2 года, ходим в ясли в 30 мин.ходьбы от дома, хотя вокруг нашего дома 3 дет.сада, это очень не удобно, особенно зимой и на работу не всегда вовремя приходишь. Заявление на перевод написано, каждый раз звоню в отдел образования, чтоб узнать, как продвигается очередь, но мне отвечают ждите. Помогите пожалуйста решить вопрос с переводом ребёнка в другой сад. Красногвардейский район.;Образование;Образовательные организации;Перевод в другой д/сад;Устройство в ОО;Перевод в другой д/сад;Красногвардейский район;;;;;;;АР;
10.3.22;Здравствуйте. Очень хотелось бы пообщаться с Вами по поводу образовательного процесса в одной из школ Пушкинского района Спб. Может Вы смогли бы дать совет как решить ситуацию. Буду признательна за ответ.;Образование;Образовательный процесс;Прочие жалобы по образовательному процессу;Иное;;Пушкинский район;;;;;;;АР;
10.3.22;"1. Что с землёй под школу в пер.Декабристов? Кто и как думал, согласовывая жилье на Уральской до того, как была выделена земля под школу?<br>2. Почему земля под застройку жильём переводится ""влет"", а с землёй под необходимые соц.обьекты такие проблемы?<br>3. Что с мед.сан.частью? Тоже согласуют жилье, а потом будут уверять, что места под поликлиники нет?<br>4. Почему при застройке пром.зон и намывных территорий - новых территорий для строительства - детские сады делаются встроенными? На намыве для садов места тоже ""нехватает""?<br>5. Что это за детский сад 14 метров высотой и 140 человек вместимостью? Одна группа на этаж?<br>Что с нормами, с какого момента стало можно строить сады-высотки?<br>6. Почему школа строится на зараженном участке в непосредственной близости от магистрали, на шум от которой жалуются многие с Морской набережной? Это чтобы у детей здоровье было ""получше""?<br>7. Куда должны парковаться машины из Маяка?<br>С каких пор дворы стали парковками?<br>8. Почему снесли баню на Гаванской? Бани теперь не соц.обьекты? Во всех квартирах сделали ванны и обеспечили кругодично подачу горячей воды?<br>Если каждый метр застраивать жильём, найти место под соц.инфраструктуру, понятно, будет невозможно. Только виноваты в этом не сложившаяся застройка, а люди, плевавщие на необходимость соц.инфраструктуры и раздющие разрешения на строительство жилья.";Строительство;Объект строительства;Несогласие с планами застройки земельных участков, территорий;Градостроительная документация;Несогласие с планами строительства;Василеостровский район;;;;;;;АР;
10.3.22;Здравствуйте. Контроль за строительством соц объектов необходим. На Парнасе, дома сдаются, строительство социальных объектов отстает. Школы, сады переполнены!!!! Наконец-то стали строить поликлинику, с 2017 года ждём(;Строительство;Социальная инфраструктура;Строительство д/сада, школы не ведется;Перенос сроков строительства;;Выборгский район;Парголово;;;;Парголово;парнас;КС;Парголово
10.3.22;"Почему с ""Новой Охты"" убирают маршрутку К-193 и заменяют её на автобус 293 с урезанным маршрутом до Пионерской, почему не оставить маршрут как он был? Это первое и второе, как вы себе представляете автобус в вечной пробке на Пискаревском проспекте до развязки с Цветным Городом? На маршрутке и то по 1,5-2 часа добираешься, а на этом тихоходе вообще часа 3 ехать придётся?!";Транспорт;Маршруты;Изменить маршрут общественного транспорта;Изменить;;Красногвардейский район;;Пискаревский;пр-т;;Пискаревский пр-т;а293;КТ;Пискаревский пр-т
10.3.22;Здравствуйте! Хочу присоединиться к Людмиле Шияновой. Обратите, пожалуйста, внимание на количество маршрутов от станции метро Купчино в сторону города, их очень мало и с большими интервалами между автобусами, можно по 40 минут ждать хоть какой-нибудь транспорт, тогда как от метро Звёздная отходит очень много. Это не разумно и не удобно для горожан. Спасибо.;Транспорт;Маршруты;Добавить новый маршрут, возобновить маршрут общественного транспорта;Добавить;;Московский район;;;;;;;КТ;
10.3.22;Здравствуйте! с 8-9 линии невозможно быстро переехать через Благовещенский мост на Театральную площадь!<br>Неужели нельзя пустить БОЛЬШЕ АВТОБУСОВ, ОТКРЫТЬ НОВЫЕ МАРШРУТЫ, чтобы люди могли без проблем переезжать через Благовещенский мост? ЧТО ЭТО ЗА БЕЗОБРАЗИЕ? СТОИШЬ, ЖДЕШЬ ЭТОТ 100 АВТОБУС ПО 40-50 МИНУТ УТРОМ И ВЕЧЕРОМ!<br>КАК ВАМ НЕ СТЫДНО ВРАТЬ, ЧТО МАРШРУТКИ К-62 И К-6К НЕ ОТМЕНЕНЫ?<br>Вы хоть раз выйдите на остановку и ждите хоть весь день, не дождетесь этих маршруток!!!!!!!!!!;Транспорт;Маршруты;Неудовлетворенность графиком движения общественного транспорта;График;;Василеостровский район;;;;;;а100;КТ;
10.3.22;А 476 автобус когда будет усилен? Ходит 5 штук всего<br>И их должны усилить<br>Когда это произойдет? Подскажите пожалуйста;Транспорт;Маршруты;Недостаток подвижного состава на маршруте;Нехватка подвижного состава;;;;;;;;а476;КТ;
10.3.22;[id2555083|Елена], у нас, на Ольминского 8 ломались 4 дня с льдом и засрали нам весь двор. У нас цветы посажены. Могу разговаривать только матом.;Благоустройство;Газоны;Необходимость уборки реагентов (ПГМ) с газонов в парках, скверах, дворах, улицах;Парки скверы дворы дороги (улицы);Уборка противогололедных материалов (ПГМ);Невский район;;;;;;;ар;
10.3.22;В нашем доме все 134 балки гнилые. Фундамент аварийный. Лифт просел. Но властям важнее проблемы населения других стран!!!;ЖКХ;УК: управление;Жалобы на невыполнение УК работ по заявкам жителей;Управляющие организации;Невыполнение обязанностей по содержанию и ремонту МКД;;;;;;;МКД;ЖК;
10.3.22;Здравствуйте. Скажите пожалуйста что это такая за помощь от государства если ее нельзя получить. Не выплату на ребёнка с 3-7. Не выплату с 7-16.. я так понимаю выплату с 8-16. Все выплаты закончили платить ещё когда моему ребёнку стукнуло 1,5 года. Сейчас ей 3,5. На работу не выйти. Дополнительных доходов у меня нет. Тока муж работает в государственной организации. Вы думаете он там много получает? А вам эти несчастные пособия по 1000 рублей не выплатить. Хорошая помощь от государства.. прям кричат со всех сторон. Мне тока одни отказы приходят;СоцЗащита;Детям 3-7 лет;Прочие вопросы по предоставлению пособия детям от 3 до 7 лет;3-7 лет;Прочее;;;;;;;;АР;
10.3.22;Здравствуйте, объясните пожалуйста как мне быть. В пособии от 8-16 отказано из за отсутствия дохода в учётный период. Но как быть если доход был но не официальный. Муж бывший алименты не платит даже по решению суда.;СоцЗащита;Детям 8-17 лет;Отказ в предоставлении пособия детям от 8 до 17 лет;8 до 17 лет (ПФР);Отказы;;;;;;;;ПФР;
10.3.22;Здравствуйте, есть ли какая-то информация по этому решению?;СоцЗащита;Прочее;Прочие вопросы;Общие вопросы;Общие вопросы;;;;;;;;АР;
